lat,lon,DETLOC
39.366173,-104.862298,DOUGLCO
38.046917,-93.701794,STCLAMO
34.676676,-120.496637,BOPLOF
41.931888,-83.459742,MOYOUMI
29.24862,-95.426878,BRAZITX
30.831411,-85.189884,BOPMNA
44.854147,-73.133491,NWSCFVT
39.615116,-105.012314,ARAPACO
42.912447,-78.867935,CMPJVNY
34.501732,-109.364467,APACHAZ
32.231901,-101.512716,BSCORTX
42.274683,-88.399006,CNTGRIL
33.361357,-104.505641,CHAVENM
32.231901,-101.512716,BSCDRTX
40.085471,-104.984108,FCOHOLD
40.085471,-104.984108,FRDHOLD
33.864782,-112.154656,BOPPHX
40.604192,-75.465618,LEHIGPA
29.714592,-95.437938,WOAKSTX
30.491661,-95.985014,GRIMETX
34.603003,-118.160775,PLRMCCA
43.429487,-76.478608,OSWEGNY
38.203807,-83.472884,RICRANS
34.681231,-120.496076,BOPLOM
35.09181,-81.509127,CHLHOLD
32.749921,-117.12884,SDPROCA
34.786037,-91.898017,LONOKAR
42.884637,-78.878729,ERICONY
42.884637,-78.878729,EIRHONY
42.369451,-71.079185,MIDBIMA
38.035653,-84.912317,FRANKKY
26.124129,-97.633957,DVHOSTX
37.646803,-77.550274,RCMHOLD
48.591779,-109.229409,BLAINMT
38.253428,-85.760465,LOUHOLD
31.994377,-102.074279,MLDHOLD
30.076688,-91.791698,SMCORLA
30.076688,-91.791698,SMMEDLA
32.513543,-93.74873,VVSHOLD
41.424679,-91.044072,MUSCAIA
35.846354,-86.395127,RUTJVTN
44.897202,-122.965461,MARICOR
39.404361,-104.866131,DUGLSCO
42.708548,-73.701559,RENSSNY
48.30916,-116.557026,BONNRID
47.384669,-122.237434,REGJCWA
37.293674,-80.053518,ROANOVA
46.328672,-120.02306,SUNNYWA
39.047714,-95.670284,SHAJUKS
47.422585,-120.31674,CHELAWA
32.65486,-114.632965,MIRPYUM
40.667994,-94.71902,TAYLOIA
32.732776,-94.944452,UPSHUTX
42.497494,-96.406397,WOODBIA
35.898455,-86.885365,WILLITN
38.351712,-81.639107,WVREGWV
33.61795,-114.576374,RIVERCA
41.015761,-78.412095,CLEARPA
30.701539,-93.825978,SUSSENJ
45.778038,-108.498261,YELYSMT
43.428064,-96.169499,LYONJIA
36.867477,-87.490377,CHRISKY
41.44725,-97.055856,COLFANE
42.641121,-95.178168,BUENAIA
38.41044,-75.60181,WICOMMD
47.215677,-123.10329,MASONWA
46.883885,-117.36349,WHICOWA
38.843288,-77.308506,FAICOVA
30.840764,-93.286346,BEAURLA
45.663847,-97.047123,ROBERSD
30.257551,-81.591085,JAXHOLD
46.707449,-111.957961,PARKCMT
30.49017,-99.764226,KIMBLTX
35.667848,-97.745246,PIEPDOK
35.192414,-114.052614,MOHAVAZ
35.089282,-106.650886,BERNANM
42.761057,-104.450893,NIOBRWY
43.647213,-108.208881,HOTSPWY
38.302521,-76.627682,SMARYMD
42.515678,-73.215515,CTMANYI
42.116944,-88.033219,WAUKEIL
43.506056,-96.745956,MIJUVSD
40.587247,-98.439651,NEHASTI
39.075997,-77.549905,LOUCOVA
30.179959,-96.93793,LEECOTX
37.774834,-122.405444,SFCOJCA
35.267623,-81.181986,GASTNNC
42.557921,-114.467283,TFALLID
39.701056,-111.822889,JUABCUT
46.259316,-84.451164,MICHIRE
41.433217,-96.498712,DODGENE
42.72115,-94.213637,HUMBOIA
35.56326,-106.05368,SFCORNM
30.722822,-85.930316,PAVHRPR
42.612462,-82.882341,MACCOMI
43.018245,-96.076537,SIOUXIA
30.275952,-91.918375,SMPARLA
39.776587,-104.846952,DRURYCO
36.983015,-86.434736,WARREKY
41.806445,-80.946048,GENEVOH
42.149922,-77.062442,SENECNY
35.424242,-97.59675,OKCHOLD
33.776421,-84.244643,DEKALGA
34.442477,-119.778793,SBARBCA
39.778517,-104.865679,EMBSYCO
35.410801,-86.130471,HILLSNH
32.574785,-116.919093,EMESACA
32.574785,-116.919093,BAILECA
37.266256,-107.01181,ARCHUCO
39.859005,-77.159231,ADAMSPA
46.86597,-96.836535,CASSCND
33.023427,-111.403053,CAMEDAZ
34.059054,-118.231429,LOSCJCA
35.018129,-94.389464,HARHOLD
42.845283,-108.725149,FREMOWY
40.655734,-73.944873,KCHOSNY
34.702145,-118.236615,LANCACA
29.847569,-94.129733,BOPBML
29.847569,-94.129733,BOPBMP
29.847569,-94.129733,BOPBMM
34.088712,-118.073502,BHCALCA
40.739409,-73.976699,BEHOSNY
42.927145,-78.82922,ECMCBNY
42.23363,-83.494934,VNBRNMI
40.513667,-107.544929,CRGHOLD
45.674447,-118.849346,UMATCOR
32.575603,-116.919152,CACFDON
31.115849,-97.674499,BELJUTX
39.740009,-104.991653,VANCCO
34.054926,-117.754163,POMONCA
34.196216,-84.492662,CHEROGA
31.849819,-91.934689,CATAHLA
60.583197,-151.299965,AKWILPT
44.598194,-75.16884,STLAWNY
41.403916,-95.014423,CASSCIA
40.888954,-72.505524,CTGARCI
39.962022,-83.002406,CLMHOLD
32.633183,-117.076747,SOBAYCA
47.602982,-122.328536,KINCOWA
30.241964,-93.377471,SULPHLA
30.326131,-81.650064,DUVALFL
47.950383,-124.378443,FORKSWA
43.552521,-96.731349,MINNESD
37.624123,-104.782935,HUERFCO
38.483781,-94.935875,OSAHOKS
45.629578,-122.675988,CLJUVWA
39.638329,-77.764521,WASHIMD
38.738205,-85.822484,CLARKID
43.155131,-98.538831,CHARLSD
40.252548,-76.834523,DAUPHPA
41.86049,-88.142516,DUPAGIL
43.194046,-112.344097,BINGHID
39.477425,-106.047153,SUMMICO
38.644395,-90.342897,SLJUVMO
31.557565,-97.132846,MCCLETX
41.536366,-109.297502,SWEETWY
40.175335,-122.236667,TEHAMCA
32.295363,-90.182473,USMSDMS
39.960001,-76.348233,AGC
39.190482,-106.81799,PITKICO
37.708292,-120.194511,CACCJAM
27.87829,-97.324076,POMHOLD
42.099325,-102.869419,BOXBUNE
27.495368,-82.572613,BRADEFL
40.271763,-103.628002,BRCHOLD
43.022284,-88.221226,WAUKEWI
42.972587,-85.670087,GRMHOLD
35.319584,-82.455384,HENHOLD
39.566107,-95.119226,ATCHIKS
46.321035,-111.515965,BROADMT
31.389727,-103.52882,REJAITX
47.086246,-119.215122,PISCAME
31.558181,-97.133912,MCCDCTX
43.092112,-79.022955,NIACINY
32.783948,-109.719355,GRAHAAZ
36.848229,-76.397683,EASTEVA
31.181654,-105.357551,HUDSPTX
44.975082,-93.262553,HEADCMN
43.781919,-75.497107,LEWISNY
36.876224,-76.221557,NORHOLD
38.08507,-106.138188,SAGUACO
37.096054,-94.51633,JAJUVMO
37.716011,-121.892192,SRITACA
45.025883,-92.80715,MNCFSTW
41.415016,-81.565955,MAPLEOH
42.598716,-76.175401,CORCONY
44.816179,-106.95625,SHERIWY
30.227639,-93.169302,CALCALA
38.710327,-90.266523,JENNIMO
41.20167,-80.218339,MERCEPA
37.799829,-122.277043,NONOLCA
42.782571,-112.848578,POWERID
33.749284,-117.876573,OCCWJCA
47.720326,-116.786675,KOOTEID
43.181655,-78.738354,NIAGANY
41.128174,-81.888772,MEDINOH
40.03752,-107.912974,RIOBLCO
26.115499,-80.14277,BROJAFL
43.046486,-76.147492,ONONDNY
30.215424,-85.561276,BAYCOFL
33.425502,-86.141269,BOPTDG
30.031802,-89.97248,BHCELLA
28.867782,-99.108227,STDHOLD
25.715999,-80.334958,METROFL
33.435219,-111.841481,DVPSYAZ
37.716066,-121.898157,BOPDUB
29.811209,-95.352566,BFGHITX
39.087499,-108.585497,GJCHOLD
42.816587,-112.379881,BANNOID
45.665008,-93.916133,BENTOMN
21.299523,-157.86311,HHWHOLD
36.805411,-93.465762,STONEMO
42.204962,-83.485496,BELPDMI
41.813737,-73.425634,HANCOME
44.788657,-93.594014,CAJUVMN
39.610233,-82.949261,PICKJOH
30.671804,-96.347616,BEXJUTX
40.823267,-76.888626,SNYDEPA
44.277229,-105.50969,CAMCOWY
29.201791,-96.266237,WHARTTX
43.494886,-112.040615,BONNEID
41.242491,-80.806799,TRUMBOH
40.807696,-96.707031,LANCANE
43.157259,-75.375787,ONECONY
38.277865,-85.736581,CLAJUIN
42.321245,-122.877283,JAJUVOR
41.917953,-74.017781,ULSCONY
37.798938,-122.274789,OAKLACA
44.450457,-95.793797,LYONCMN
26.15835,-97.674683,PLMBHTX
41.162321,-80.65633,BPHOSOH
45.673369,-111.060053,GALLAMT
35.144908,-90.039743,MEMPHTN
61.216338,-149.887276,AKCCANC
42.205111,-72.509878,HAMPDMA
34.10154,-117.272959,SBERNCA
40.722577,-111.48152,SUMMIUT
46.188502,-123.836447,CLATSOR
48.418129,-97.405434,WALSHND
39.989444,-75.399943,STAHOLD
37.676798,-106.350757,RIOGRCO
44.95471,-93.09579,REMEDMN
48.696009,-116.314429,BOUNDID
31.791823,-106.402591,BOEHOLD
38.578145,-121.499699,SACHOLD
41.846212,-85.322211,STJOSMI
42.273121,-89.099308,WNBGOIL
33.578716,-84.551439,CSCSFGA
29.412646,-98.477676,USMW1TX
37.717546,-122.038041,CAHGIRL
31.115772,-92.067053,AVWOMLA
31.115772,-92.067053,AVPARLA
43.639451,-70.311201,MEYTHCT
37.503913,-77.523148,VADCORR
48.475513,-122.335598,VTCHTDN
29.778751,-95.509917,GLOUCNJ
39.279993,-76.612715,LIRSJUV
35.445821,-98.360825,GPCHOLD
37.883775,-121.290405,SJCOJCA
25.811556,-80.311698,TGKJLFL
42.349301,-77.29543,STEUBNY
39.493817,-88.174402,COLESIL
36.159071,-86.781411,BOPCNV
40.747487,-95.645438,FREMOIA
36.832653,-76.297566,PORTSVA
29.948443,-90.076538,NOLHOLD
33.163408,-115.493115,CASPCAL
33.163408,-115.493115,CADCCAL
44.282192,-73.539346,ESSEXNY
40.09943,-99.362249,HARLANE
42.315904,-89.070627,RRIVRIL
40.78037,-99.740138,DAWSONE
41.876814,-87.629945,BOPCCC
43.096605,-79.054497,CSYJVNY
42.056444,-92.901621,DODGEIA
31.493453,-81.494342,MCINTGA
47.471688,-115.922254,SHOSHID
42.725717,-87.783678,RACINWI
42.725897,-93.735287,WRIGHIA
31.636756,-110.336771,COJUVAZ
40.998605,-76.450934,COLUMPA
41.2445,-111.996,WEBERUT
43.606678,-116.27189,ADACOID
37.751835,-77.359553,PAMREVA
33.93553,-118.162152,LOSPACA
37.357963,-108.572718,MONTECO
46.222447,-119.220731,BENTOWA
41.810128,-87.897925,WESPDIL
37.246581,-107.878644,LAPLACO
42.977478,-76.542505,CAYUGNY
41.743783,-74.362567,NYULSTC
43.042685,-76.140546,UPSTANY
35.333823,-97.618358,BOPOKL
30.742095,-95.532891,WALKETX
43.973568,-75.928473,JEFFENY
45.181823,-93.122622,ANJUVMN
38.031902,-86.083512,BELKNNH
45.705221,-92.951425,MNCFRUS
30.625235,-81.626153,NASSAFL
35.051592,-85.1372,SILERTN
41.26852,-110.915063,UINTAWY
39.727309,-104.990273,DNHMCCO
42.322476,-122.878284,JACKSOR
42.217733,-73.863803,GRECONY
44.376645,-103.7289,LAWRESD
31.553661,-97.13349,WCTHOLD
48.189696,-114.310488,FLATHMT
34.270368,-119.213398,VENTUCA
27.175511,-80.241662,MARTIFL
40.981234,-111.903227,DAVISUT
27.246853,-98.124549,BROOKTX
40.251251,-103.789684,MORGACO
35.220843,-80.837649,MECKLN2
37.320648,-78.425405,PMREGVA
35.088702,-92.442469,FAULKAR
34.405734,-103.206646,CURRYNM
35.380213,-94.412793,SEBJVAR
46.593342,-111.974248,HELHOLD
33.20028,-101.371753,BSGDFTX
33.20028,-101.371753,BOPDAL
48.709742,-94.591152,LKWDSMN
31.309713,-92.41072,LKLNDLA
35.410801,-86.130471,MANHOLD
47.595433,-122.327341,SEAICDF
40.750465,-81.387151,MCJUVOH
34.063037,-118.239344,BWDGICA
46.449398,-108.541905,MUSSEMT
33.759226,-117.986454,WESHOLD
42.499048,-96.40647,WOJUVIA
38.548791,-76.059035,DORCHMD
47.996038,-122.039559,WASHIME
32.339536,-108.669664,HIDALNM
39.943956,-75.115979,CAMDENJ
41.863672,-87.867765,REHOSIL
35.157004,-89.883275,MEMHOLD
40.313075,-83.047187,DELWAOH
30.480405,-90.463101,PENOBME
42.249596,-73.756593,COLOMNY
37.825386,-107.881011,SNMGLCO
29.959765,-90.09482,ORPARL2
28.446666,-80.784754,BREVDFL
35.224004,-101.741099,AMTHOLD
40.77399,-80.708493,BOPELK
41.822489,-87.842764,BROPDIL
39.662675,-106.819619,EAGLECO
37.352023,-121.905645,SCNORCA
26.933288,-82.222172,FMYHOLD
32.088885,-110.85789,BOPTCN
42.111331,-75.910529,BROMMNY
32.840254,-116.973569,LASWOCA
39.749321,-104.990311,USMCO
27.796327,-97.399658,NUECETX
30.003609,-81.686229,CLAYCFL
27.507924,-99.504622,WEBCOTX
42.027964,-96.09301,MONONIA
38.275318,-104.610255,PUEBLCO
31.529023,-96.511946,LIMESTX
32.415888,-99.735779,TAYLOTX
61.30043,-149.587058,AKHIGHL
38.3143,-88.9027,JEFFEIL
33.750973,-118.088403,MISS557
30.223179,-92.020786,LAFAYLA
44.969774,-69.506081,MATEWKS
45.033453,-99.126827,FAULKSD
37.217758,-93.291044,GREENMO
32.082882,-110.857962,BOPTCP
38.75191,-77.477579,PWILLVA
38.396049,-105.11597,PUEHOLD
35.749543,-83.99043,BLOUNTN
35.836577,-86.4095,RUTHETN
28.429633,-81.333865,ORLHOLD
32.134972,-81.61901,BRYANGA
47.690453,-122.646315,WYATTRI
32.921723,-96.453077,ROCCOTX
35.189537,-111.641039,COCONAZ
25.907372,-97.494186,CAMERTX
39.638781,-105.102914,BOPENG
39.246915,-94.674981,KANHOLD
31.39479,-103.557594,REJUVTX
31.390048,-103.530264,REDETTX
41.452043,-72.107461,CTCORCI
37.754317,-122.029622,CAHBOYS
41.311078,-105.63077,ALBANWY
40.428345,-74.493605,MIDDLNJ
18.360096,-66.078484,CMEDHPR
40.580064,-111.821697,PRVEGAL
45.061416,-92.84736,MNCOAKC
39.022942,-103.457864,LINCOCO
42.76399,-96.676742,UNIONSD
44.334073,-100.094195,HUGHESD
41.79107,-107.23866,CARBOWY
46.842028,-96.735563,CLAYCMN
47.756361,-96.622289,POLKCMN
44.564424,-98.206759,BEACOSD
45.902017,-95.420589,DOUGLMN
31.174061,-99.876368,EDENDTX
44.346935,-108.165824,BIGHOWY
43.030348,-74.964044,HERKINY
39.958058,-75.162292,HANMNPA
31.339242,-94.727554,ANGELTX
29.824209,-98.618585,KENDATX
30.277756,-98.406098,BLANCTX
30.039918,-99.13649,KERCOTX
29.579044,-97.970738,GUADATX
30.306156,-97.732341,TRAVITX
30.075813,-97.281411,BASCOTX
29.130091,-98.162359,WILSOTX
26.701497,-99.108897,ATASCTX
29.661605,-98.124459,COMALTX
29.399964,-98.530608,BEXARTX
30.727314,-98.246561,HAYCOTX
30.727314,-98.246561,GONZATX
29.915289,-96.865094,FAYETTX
30.727314,-98.246561,CALDWTX
26.701497,-99.108897,FRIOCTX
29.536192,-98.462387,TXDOMIN
36.2051,-119.356899,CASPSAT
32.751069,-117.190736,CASSJCA
32.041235,-89.862596,SIMPSMS
41.896627,-87.631811,CHIHOLD
41.84451,-97.455064,MADISNE
36.163608,-115.141426,CCFAMNV
31.329497,-83.590891,COLQUGA
35.697376,-78.670006,NCDOCRA
25.558428,-80.458168,KRHUBFL
42.05781,-124.275784,COOSCOR
45.498148,-110.224564,BIGHOMT
31.080893,-97.768467,CORTYTX
42.287357,-74.912495,DELAWNY
40.897823,-77.773188,CENTRPA
44.08913,-121.258666,DESCHOR
43.209562,-123.310375,DOUGLOR
37.413944,-121.905479,SCMENCA
37.122572,-113.547417,ESSEXMA
44.995474,-120.222351,GRANTOR
39.033864,-81.173767,BOPFTD
35.221085,-120.636399,CAMENCE
35.221085,-120.636399,CAMENCW
31.216274,-99.837218,EDCHOLD
29.754455,-94.941516,STTCJVI
30.644755,-95.579836,TXHUNTS
32.746007,-84.934906,HARRIGA
35.508128,-98.026708,BOPERE
46.344605,-104.7877,BOPDEV
32.64613,-97.266086,BOPCRW
30.763329,-98.2167,GILLITX
29.991172,-99.179265,KEJUVTX
36.16924,-115.140647,LVGCINV
18.405485,-66.056477,SJUHOLD
37.11964,-94.507393,AIRHOPR
40.310003,-75.130483,BUCKSPA
42.655569,-74.337322,SCHOHNY
61.54876,-149.033496,AKPALMC
39.721955,-75.708385,STCGOVI
45.772424,-122.64879,CLARKWA
44.724105,-75.445374,NYOGDNC
30.80547,-92.62153,BOPOAK
35.100867,-90.726069,BOPFOR
36.13209,-78.75667,BOPBUT
40.969642,-76.948072,BOPLEW
37.96954,-76.766517,NNREGVA
36.958691,-122.027589,STCANVI
35.974602,-94.190997,FAYHOLD
31.773452,-106.37709,ELPCOTX
37.73562,-81.14994,BOPBEC
46.8887,-100.681855,BURLEND
41.07592,-76.87469,BOPALF
44.36287,-93.267456,RICECMN
48.41358,-114.33569,WHITEMT
38.758595,-108.069236,DELTACO
44.859117,-74.288237,FRACONY
39.7061,-105.6975,CLEARCO
37.378234,-120.617808,MERCECA
39.601448,-107.304314,GARFICO
41.07592,-76.87469,BOPALM
39.257605,-106.301383,LAKEJCO
29.847569,-94.129733,BOPBMA
36.703347,-85.802728,BOPFAI
33.276539,-112.18717,MCMEDAZ
35.14726,-107.85145,CIBOLNM
28.452822,-98.166012,BOPTRV
47.83441,-110.65827,CHOUTMT
43.996613,-92.540929,BOPRCH
40.071207,-106.069256,GRANDCO
48.076333,-96.149002,PENNIMN
43.78137,-89.57262,BOPOXF
41.103581,-75.345945,LINCOME
38.320931,-105.142833,BOPFLF
36.449485,-121.368127,CATFSOL
32.80661,-81.183087,BOPEST
38.629119,-106.120582,CHAFFCO
40.69065,-76.26217,BOPSCH
33.767808,-81.987524,BOPEDG
47.933481,-97.394446,GFJUVND
30.140905,-97.313592,BOPBAS
38.320931,-105.142833,BOPFLP
36.722713,-121.63365,MONTECA
38.320931,-105.142833,BOPFLM
26.059583,-80.414605,BROCRFL
48.232139,-101.293788,WARDCND
28.79971,-82.07009,BOPCOL
46.132453,-92.588959,BOPSST
37.524246,-77.493157,HENRIVA
44.28922,-74.10765,BOPRBK
39.370254,-104.421214,ELBERCO
40.811809,-81.368284,STARKOH
42.952856,-74.375413,MONTGNY
37.204765,-77.392784,BOPPET
43.00674,-74.36764,FULCONY
40.643861,-100.54399,FRONTNE
41.07592,-76.87469,BOPALP
41.92923,-78.652806,BOPMCK
32.815898,-90.475849,BOPYAM
41.47343,-74.53849,BOPOTV
33.46238,-94.0715,BOPTEX
42.08532,-83.68244,BOPMIL
31.767543,-96.138094,FREESTX
39.965666,-75.210545,ROUNDPA
44.521909,-92.537774,GOOD
44.521909,-92.537774,GOODHMN
46.244859,-114.158335,RAVALMT
39.923662,-80.743828,WVNORTH
41.007379,-111.898875,FRANKME
30.92465,-93.722324,NEWTOTX
29.219569,-95.344788,BOPDAN
41.702697,-70.321952,BARNSMA
40.878164,-75.784076,CARBOPA
35.783858,-96.777105,SFJUVOK
32.4326,-91.064535,MADISLA
37.180803,-83.785943,BOPMAN
40.517191,-78.61487,BOPLOR
37.656176,-89.095567,BOPMAR
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
NA,NA,Redacted
37.250333,-121.926752,SCSOUCA
38.445532,-82.709518,BOPASH
40.244126,-74.808546,AKPSYNJ
42.33469,-71.075509,BPC
45.659503,-122.833553,USMVT
35.808387,-78.839488,RDUHOLD
41.976612,-91.657578,CRIHOLD
35.227271,-80.844194,CLTHOLD
38.087663,-78.556765,ALBEMVA
35.221092,-85.209082,CNGHOLD
41.672687,-93.572173,DSMHOLD
35.366188,-94.416458,FSAHOLD
34.049367,-85.934285,ETWHOLD
34.898246,-82.257851,GRRHOLD
38.422777,-78.877137,HBGHOLD
33.544622,-86.929208,BHMHOLD
39.761293,-86.161336,INPHOLD
35.943139,-83.898794,KNXHOLD
27.556714,-99.475079,LRDHOLD
34.746905,-92.280049,LRAHOLD
32.233377,-86.208528,MGAHOLD
36.165688,-86.778098,NSVHOLD
41.102555,-100.74907,NRPHOLD
39.55587,-119.800887,RENHOLD
41.495083,-90.604899,RIIHOLD
37.185679,-113.609837,SGUHOLD
15.190135,145.740804,MPSIPAN
15.190135,145.740804,SAIHOLD
30.980518,-89.95071,CHAHOLD
27.92485,-82.379447,TAMHOLD
33.431043,-93.876485,TXAHOLD
34.480247,-117.408186,BOPVIM
32.449719,-87.496339,PERRYAL
45.531406,-122.809837,USMOR
33.218643,-117.247871,VISTACA
31.835705,-99.007831,TXSJHAV
31.038898,-97.51293,TXSJWDM
31.409758,-97.721902,TXDCWOM
32.722993,-117.165621,WCCSDCA
45.223303,-123.202793,YAMCOOR